ID,funded_amnt,term_60mon, int_rate_pct ,installment,emp_years,own_home,annual_inc,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal, revol_util_pct ,total_acc,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
69528,16300,0, 0.0749 ,506.96,0,0,100000,12.02,0, 26 ,2,31,10,0,13914, 0.4240 ,17,0,0,0,151141,1,1,1,1,11,13364,69,1,1,3660,52,32800,1,0,5,3,15114,3921,54.9,0,0,256,205,5,5,3,101,0,5,31,0,2,5,3,3,5,8,9,5,10,0,0,0,3,0.941,0,0,0,180294,27278,8700,19244
35120,24025,0, 0.1199 ,797.86,0,0,125000,14.89,0, 23 ,2,67,13,2,17630, 0.4030 ,35,67,0,0,59873,2,2,0,2,13,42243,79,3,5,6590,62,43800,0,0,3,7,4989,15751,52.3,0,0,137,219,1,1,2,1,0,0,0,1,5,6,7,15,13,11,20,6,13,0,0,0,3,0.969,0.167,2,0,97431,59873,33000,53631
8622,16800,1, 0.1899 ,435.71,10,0,89000,34.28,0, 21 ,0,0,14,0,12100, 0.4960 ,42,0,0,1160,368304,4,4,2,2,7,54361,62,5,7,4838,60,24400,2,0,2,9,26307,2487,76.8,0,0,125,200,3,3,2,3,0,7,0,0,4,8,4,15,6,9,34,8,14,0,0,0,7,1,0.75,0,0,444473,66461,10700,87351
73562,5925,0, 0.1797 ,214.12,10,0,23000,17.28,0, 16 ,3,0,7,2,3317, 0.4880 ,15,0,0,0,7589,2,1,0,1,13,4272,69,2,3,989,58,6800,0,0,3,4,1084,3208,37.1,0,0,132,100,3,3,0,3,0,3,0,0,3,5,4,4,8,6,6,5,7,0,0,0,2,1,0.75,0,1,13033,7589,5100,6233
31198,11000,0, 0.1078 ,358.99,2,0,30000,17.44,0, 14 ,0,0,12,0,14312, 0.7020 ,17,0,0,0,41312,0,8,0,0,28,27000,100,0,2,12994,87,20400,0,2,0,2,3443,4588,75.7,0,0,76,115,15,15,0,15,0,15,0,0,3,3,3,4,12,4,5,3,12,0,0,0,0,1,0.333,0,0,47400,41312,18900,27000
59728,18000,1, 0.1399 ,418.74,10,0,71500,16.2,0, 31 ,1,109,15,0,19222, 0.3410 ,20,109,0,0,47694,2,1,1,1,3,28472,98,3,5,4113,56,56400,1,2,4,6,3180,28523,26.1,0,0,34,318,1,1,0,1,0,3,109,1,5,8,11,13,2,14,18,8,15,0,0,0,4,0.95,0,0,0,85548,47694,38600,29148
88966,2800,0, 0.0917 ,89.27,10,1,36000,13.9,0, 23 ,0,0,8,0,15746, 0.7260 ,13,0,0,0,198130,0,1,0,1,23,471,47,0,0,7306,71,21700,0,1,0,1,28304,5703,72,0,0,122,219,56,23,3,56,0,0,0,0,3,5,3,3,3,6,7,5,8,0,0,0,0,1,0.667,0,0,213700,16217,20400,1000
61820,5000,0, 0.1485 ,172.96,1,0,62000,36.8,0, 29 ,2,29,9,0,3821, 0.6300 ,31,29,0,0,37384,3,2,2,3,3,33563,99,3,4,1323,94,6000,4,2,5,7,4154,1319,75.3,0,0,111,296,3,3,0,10,44,3,44,3,5,6,5,16,7,7,23,6,9,0,0,0,5,0.857,0.4,0,0,39993,37384,5100,33993
9982,7450,0, 0.0917 ,237.5,6,0,53490,24.61,0, 20 ,0,62,16,0,7063, 0.2100 ,28,62,0,0,108484,1,2,0,2,14,14461,38,3,5,1777,30,33700,1,4,1,8,7232,6667,39.4,0,0,141,187,8,2,3,8,75,8,73,0,4,6,5,8,7,12,18,7,16,0,0,0,4,0.821,0.4,0,0,165231,21524,11000,38031
27994,18900,0, 0.1344 ,640.83,10,0,43000,23.36,0, 19 ,1,72,13,0,5340, 0.2450 ,28,0,0,0,19857,2,2,1,2,8,14517,73,2,4,1570,48,21800,0,0,1,6,1655,5693,40.7,0,0,127,169,5,5,0,6,78,6,72,0,4,6,4,9,4,11,24,7,13,0,0,0,3,0.929,0.25,0,0,41800,19857,9600,20000
91626,26400,1, 0.1948 ,691.83,10,0,100000,35.17,0, 16 ,2,0,24,0,31322, 0.5160 ,45,0,0,0,167566,1,5,1,4,2,81852,88,1,4,5180,74,60700,3,13,2,9,6982,11882,63.1,0,0,132,141,8,2,2,8,0,5,0,0,6,10,8,14,20,16,23,10,24,0,0,0,2,1,0.375,0,0,208558,113174,32200,92553
61710,16000,1, 0.1064 ,345.02,10,0,62000,15.95,1, 20 ,0,9,14,0,14939, 0.6610 ,35,0,0,0,271728,0,5,0,0,35,48484,88,0,1,9451,82,22600,1,0,0,1,22644,4800,75.4,0,0,124,182,13,13,2,66,0,15,9,0,2,3,4,8,16,8,17,4,14,0,0,0,0,0.971,0.333,0,0,302482,63423,19500,54882
52276,35000,1, 0.2148 ,956.35,0,0,29000,33.5,1, 48 ,0,10,16,2,25329, 0.5460 ,33,0,0,0,25329,0,0,0,0,129,0,,3,5,9973,55,46400,0,1,1,5,1948,15652,54.1,0,0,129,523,8,8,1,8,10,8,10,0,7,13,7,14,1,16,31,13,15,0,0,0,3,0.885,0.429,1,1,46400,25329,34100,0
39826,8000,0, 0.1148 ,263.74,10,1,52000,30.09,2, 26 ,0,10,6,0,173, 0.3460 ,38,10,0,0,35779,2,4,3,8,1,35606,63,0,0,173,63,500,1,0,0,8,7156,327,34.6,0,0,143,252,52,1,0,52,10,20,10,8,1,1,1,16,18,2,19,1,6,0,0,1,3,0.711,0,0,0,56746,35779,500,56246
35210,12775,1, 0.1989 ,337.68,10,0,57000,34.4,0, 16 ,1,0,11,1,22105, 0.8280 ,20,0,0,0,194211,0,2,0,3,14,23216,74,0,0,6288,78,26700,6,0,4,3,17656,1263,94.5,0,0,136,95,26,14,2,26,0,0,0,0,5,6,5,7,6,8,12,6,11,0,0,0,0,1,1,0,1,217031,45321,23000,31500
19766,5000,0, 0.1288 ,168.19,10,1,80000,18.05,0, 27 ,1,34,18,0,11959, 0.4450 ,39,67,0,0,279606,4,3,2,4,3,22404,85,3,10,5734,64,26900,0,8,2,14,16447,5070,56.3,0,0,117,266,3,3,3,3,0,3,40,1,2,7,3,6,10,14,26,8,17,0,0,0,5,0.923,0,0,0,340217,34363,11600,26419
8512,30000,0, 0.0980 ,965.21,0,0,99933.34,17.08,0, 34 ,0,58,6,0,30358, 1.0050 ,18,58,0,0,46791,0,3,0,1,17,16433,43,0,1,22806,69,30200,0,0,0,2,7799,324,98.8,0,0,129,356,21,17,4,21,0,21,0,1,2,3,2,3,6,3,7,3,6,0,0,0,0,0.944,1,0,0,68149,46791,26000,37949
17636,25000,0, 0.1344 ,847.66,10,0,144993,15.85,0, 24 ,0,0,12,0,23455, 0.7820 ,24,0,0,0,320861,1,3,0,2,13,54287,76,1,2,7381,77,30000,3,0,1,6,29169,3773,84.8,0,0,144,235,6,6,4,6,0,11,0,0,5,6,5,7,8,8,12,6,12,0,0,0,2,1,0.8,0,0,347367,77742,24900,71442
62050,18000,1, 0.1344 ,413.63,4,1,200000,7.92,0, 18 ,1,0,21,0,18728, 0.8320 ,23,0,0,0,68103,1,15,0,0,33,49375,71,3,5,6474,74,22500,0,0,1,5,3243,2712,85.3,0,0,166,99,6,6,0,6,0,6,0,0,4,5,4,4,17,6,6,5,21,0,0,0,3,1,0.75,0,0,91641,68103,18500,69141
47586,16000,1, 0.1399 ,372.21,2,0,56000,18.17,0, 13 ,0,67,7,0,3596, 0.6660 ,16,0,0,0,64744,0,4,0,0,27,61148,95,0,0,2491,93,5400,0,0,0,0,9249,1804,66.6,0,0,83,96,80,27,0,88,0,0,0,0,2,2,3,3,12,3,4,2,7,0,0,0,0,1,0.667,0,0,69851,64744,5400,64451
40396,9600,0, 0.1148 ,316.48,10,0,80000,12.03,0, 23 ,1,0,18,0,30531, 0.4680 ,34,0,0,0,30531,1,0,0,0,,0,,2,4,6475,47,65200,1,0,2,4,1696,28046,50.4,0,0,,217,4,4,0,21,0,4,0,0,13,16,13,24,0,18,34,16,18,0,0,0,2,1,0.308,0,0,65200,30531,56600,0
28626,11000,0, 0.1078 ,358.99,5,0,39000,12.74,0, 13 ,1,40,16,0,8108, 0.2410 ,31,0,0,0,21443,4,1,0,2,13,13335,85,6,10,2859,43,33700,0,3,2,12,1430,9990,44.5,0,0,98,88,2,2,0,2,40,5,40,0,4,5,7,10,8,15,23,5,16,0,0,0,6,0.871,0.429,0,0,49481,21443,18000,15781
21918,21000,1, 0.1344 ,482.56,6,0,80256,12.29,0, 26 ,0,65,9,0,27456, 0.7820 ,22,65,0,0,35134,1,1,0,0,111,7678,53,2,2,17930,71,35100,0,0,1,2,4392,4540,85.1,0,0,137,257,2,2,3,11,0,11,0,1,5,7,5,6,10,8,9,7,9,0,0,0,2,0.952,0.8,0,0,49617,35134,30500,14517
13602,20000,0, 0.0791 ,625.9,0,0,132000,24.67,0, 43 ,0,37,16,0,22003, 0.5200 ,44,0,0,0,463845,5,2,1,2,2,43630,86,4,4,15702,52,42010,0,0,3,6,33131,6167,59,0,0,159,462,3,2,4,3,0,2,37,0,7,10,22,22,7,10,33,15,14,,0,0,5,0.98,0.333,0,0,513214,100091,37000,50504
21138,18125,1, 0.1849 ,465.11,5,0,65000,14.55,0, 13 ,1,0,10,0,4214, 0.3240 ,11,0,0,0,191244,1,2,1,2,7,27016,83,2,5,1115,69,13000,2,0,4,8,21249,4770,29.9,0,0,68,101,2,2,1,12,0,2,0,0,3,6,4,4,3,7,7,6,10,0,0,0,3,1,0,0,0,209399,31230,6800,32424
15090,31750,0, 0.1989 ,1178.17,4,1,92000,28.89,0, 16 ,1,35,13,2,12090, 0.4210 ,23,0,0,570,54474,1,3,2,3,10,42384,73,5,9,4432,63,28700,0,1,2,12,4540,12607,37.3,0,0,41,139,4,4,2,7,35,4,35,0,3,6,5,8,4,10,17,6,13,0,0,0,7,0.955,0.2,2,0,87055,54474,20100,58355
67986,19000,0, 0.1485 ,657.25,8,0,38000,25.9,0, 20 ,3,0,13,1,21544, 0.2930 ,20,0,0,0,34006,1,1,0,2,19,12462,78,1,7,5456,38,73500,1,2,3,9,2834,38377,32.1,0,0,75,184,3,3,0,3,0,2,0,0,6,7,9,12,4,12,16,7,13,0,0,0,1,1,0.111,1,0,89500,34006,56500,16000
41372,6000,0, 0.0532 ,180.69,2,0,99000,13.1,0, 18 ,0,0,21,0,5005, 0.0960 ,35,0,0,0,58322,0,12,1,2,10,53317,76,0,3,2919,48,52000,2,1,3,5,2777,37395,11.8,0,0,135,158,19,10,0,21,0,10,0,0,3,3,5,9,17,9,18,3,21,0,0,0,1,1,0,0,0,122571,58322,42400,70571
85644,5000,0, 0.0917 ,159.4,2,0,125000,28.45,1, 28 ,0,14,15,0,31537, 0.6410 ,31,0,0,0,107929,0,5,2,3,10,74537,72,2,3,13392,69,49200,0,0,1,6,7709,3563,89.8,0,0,142,284,11,10,2,11,42,11,42,0,6,6,6,7,16,9,12,6,15,0,0,0,4,0.935,0.667,0,0,156317,107929,35100,103656
2996,30000,0, 0.1399 ,1025.19,2,0,65056,17.56,1, 30 ,0,7,10,0,2706, 0.1910 ,22,0,0,0,20878,0,2,0,0,30,18172,61,0,1,487,47,14200,0,4,0,1,2610,13,97.4,0,0,91,304,13,13,0,29,7,0,7,0,1,3,1,6,5,8,16,3,10,0,0,0,0,0.955,1,0,0,44009,20878,500,29809
3890,21000,1, 0.1078 ,454.3,10,0,59000,26.02,0, 23 ,0,0,16,0,26434, 0.4030 ,26,0,0,0,215381,1,3,1,1,11,25044,57,3,3,6366,47,65600,0,0,1,4,14359,31451,41.9,0,0,144,221,5,5,3,46,0,7,0,0,6,9,8,9,8,12,15,9,16,0,0,0,4,1,0.125,0,0,282539,51478,54100,44079
73192,10000,0, 0.0749 ,311.02,2,0,60000,20.18,0, 22 ,0,0,9,0,12658, 0.5780 ,36,0,0,0,54132,1,1,1,1,3,41474,,1,3,3267,58,21900,2,1,3,4,6015,8742,59.1,0,0,165,208,11,3,0,13,0,3,0,0,6,6,7,19,8,8,27,6,9,0,0,0,2,1,0.429,0,0,65004,54132,21400,43104
