ID,funded_amnt,term_60mon, int_rate_pct ,installment,emp_years,own_home,annual_inc,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal, revol_util_pct ,total_acc,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
8258,20000,0, 0.0791 ,625.9,2,0,117000,27.9,0, 20 ,0,0,14,0,30446, 0.5440 ,20,0,0,0,482121,0,2,0,2,14,58009,67,0,3,12817,59,56000,0,1,1,5,40177,14765,63.1,0,0,92,191,19,14,4,24,0,11,0,0,3,7,5,5,4,11,12,7,14,0,0,0,0,1,0.25,0,0,538811,88455,40000,76528
41870,8800,0, 0.1577 ,308.39,3,1,60000,15.92,0, 9 ,0,0,6,0,6947, 0.2140 ,7,0,0,0,22063,2,2,2,2,2,15116,98,1,3,3803,46,32400,0,0,0,5,3677,22453,23.6,0,0,3,51,12,2,0,13,0,0,0,0,2,2,3,3,2,4,5,2,6,0,0,0,3,1,0.333,0,0,47900,22063,29400,15500
15924,33600,1, 0.1948 ,880.51,8,0,110000,16.32,0, 20 ,0,70,17,0,33756, 0.7060 ,45,79,0,0,150862,3,2,3,6,2,13239,96,3,6,7339,68,47800,0,0,0,12,8874,6273,78.4,0,0,164,161,3,2,5,3,71,13,71,2,5,7,7,11,16,13,22,7,17,0,0,0,6,0.822,0.429,0,0,180472,52904,29100,13757
73000,3500,0, 0.1849 ,127.4,7,0,56000,14.57,0, 17 ,1,0,5,1,570, 0.3560 ,15,0,0,780,29162,0,3,4,5,9,28592,92,0,0,0,89,1600,5,8,19,5,5832,,,0,0,98,150,39,9,0,,0,2,0,0,0,2,0,1,11,2,4,2,5,0,0,0,4,1,0,1,0,32715,29162,0,31115
61060,10850,0, 0.1577 ,380.23,2,0,65000,13.42,0, 35 ,1,26,16,0,12041, 0.2260 ,31,30,0,0,49591,2,1,2,3,2,37550,,3,11,9566,23,53300,5,1,13,14,3099,31157,27.7,0,0,55,371,6,2,0,7,27,0,26,0,5,7,9,14,7,15,24,7,16,0,0,0,5,0.742,0,0,0,91390,49591,43100,38090
70584,9000,0, 0.0917 ,286.92,5,0,47000,26,0, 15 ,0,0,8,0,9663, 0.3530 ,34,0,0,0,163746,1,3,1,2,6,74869,67,1,1,5602,52,27400,0,0,0,4,20468,9737,49.8,0,0,123,121,10,6,1,102,0,16,0,0,2,2,3,5,26,4,7,2,8,0,0,0,3,1,0,0,0,193532,84532,19400,85819
23648,16000,0, 0.1899 ,586.42,2,0,38168,27.23,2, 17 ,2,13,6,0,1178, 0.2800 ,13,0,0,187,137001,2,3,1,1,4,27109,63,0,0,1124,60,4200,1,0,6,2,22834,0,102.2,0,0,145,116,63,4,1,116,29,4,13,0,1,2,1,1,6,2,6,2,6,0,0,0,2,0.769,1,0,0,156221,28287,1100,43032
26186,16000,0, 0.0980 ,514.78,8,0,60000,15.3,0, 19 ,0,0,6,0,10166, 0.7160 ,10,0,0,0,18647,1,2,0,0,58,8481,25,1,2,4561,38,14200,0,0,0,2,3108,1934,84,0,0,170,111,1,1,0,1,0,0,0,0,3,3,3,4,5,4,5,3,6,0,0,0,1,1,0.667,0,0,48799,18647,12100,34599
43480,10000,0, 0.1148 ,329.67,2,0,58196.4,27.92,0, 17 ,1,0,11,0,18932, 0.8020 ,31,0,0,0,43532,0,7,1,2,8,24600,49,0,1,9469,59,23600,0,0,2,3,3957,4668,80.2,0,0,146,141,15,8,0,41,0,1,0,0,3,3,4,17,13,4,18,3,11,0,0,0,1,1,0.5,0,0,73898,43532,23600,50298
36260,7200,0, 0.1485 ,249.07,2,0,55000,10.84,0, 12 ,0,0,12,0,4616, 0.3180 ,20,0,0,106,55232,0,4,1,3,8,50616,97,2,4,1834,83,14500,0,1,3,7,4603,8886,28.3,0,0,85,39,8,8,0,8,0,2,0,0,4,6,6,6,12,8,8,6,12,0,0,0,3,1,0.167,0,0,66848,55232,12400,52348
73734,6000,0, 0.1344 ,203.44,6,0,60000,10.28,0, 26 ,0,66,8,0,182, 0.0480 ,12,0,0,0,19431,0,1,0,0,26,19249,72,1,1,10,64,3800,0,0,1,1,3239,2090,0.5,0,0,99,93,9,9,0,9,0,9,0,0,1,2,2,3,4,6,7,2,8,0,0,0,1,0.917,0,0,0,30397,19431,2100,26597
91596,16000,0, 0.1485 ,553.48,6,0,46000,23.64,0, 25 ,0,48,9,1,20109, 0.7110 ,27,0,0,0,153758,0,2,2,3,7,10166,92,2,3,14926,77,28300,1,0,1,8,17084,2531,88.4,0,0,243,185,7,7,2,7,48,7,48,0,2,3,3,13,5,6,20,3,9,0,0,0,4,0.958,0.333,1,0,166851,30275,21800,11000
17260,34550,1, 0.1485 ,819.23,1,0,72000,15.61,0, 23 ,1,0,12,0,9398, 0.1660 ,29,0,0,0,43298,0,2,2,3,11,33900,87,2,4,9099,45,59700,0,4,2,7,3608,30806,23,0,0,129,216,8,8,0,8,0,1,0,0,2,4,5,10,11,10,18,4,12,0,0,0,4,1,0.2,0,0,98906,43298,40000,39206
86456,19200,1, 0.1899 ,497.96,10,0,58460,31.14,0, 24 ,0,31,18,0,15731, 0.4100 ,45,31,0,0,121708,1,3,1,1,11,105977,14,2,4,3399,28,38400,0,2,0,5,6762,7341,66.6,0,0,170,229,6,6,0,6,0,0,40,6,7,9,7,8,25,15,20,10,18,0,0,0,3,0.814,0.714,0,0,179798,121708,22000,141398
89798,14600,0, 0.0849 ,460.82,4,0,67000,19.63,0, 17 ,0,0,10,0,15005, 0.3150 ,24,0,0,0,22701,0,2,0,1,15,7696,31,1,3,4701,31,47700,2,3,1,4,2270,21978,34.8,0,0,149,120,11,11,1,11,0,2,0,0,3,4,6,10,7,8,16,4,10,0,0,0,1,1,0.333,0,0,72730,22701,33700,25030
37078,6475,0, 0.1989 ,240.28,10,0,30000,32.12,0, 16 ,2,0,12,1,6493, 0.2900 ,23,0,0,1212,36367,4,1,1,1,6,29874,94,4,6,2183,67,22400,3,1,5,7,3031,7405,40.3,0,0,115,143,4,4,0,17,0,4,0,0,4,9,5,11,6,11,17,9,12,0,0,0,5,1,0,1,0,54204,36367,12400,31804
37180,14400,1, 0.0980 ,304.55,10,0,62000,17.03,1, 17 ,0,18,11,1,4827, 0.3310 ,25,0,0,0,39315,0,7,0,0,37,34488,77,0,3,1275,61,14600,1,0,0,3,3574,8290,28.5,0,0,145,105,21,21,0,21,18,21,18,0,3,4,3,7,16,4,9,4,11,0,0,0,0,0.84,0,0,0,80926,39315,11600,66326
47524,5000,0, 0.1078 ,163.18,10,0,65631.9,18.12,3, 33 ,1,14,19,0,24114, 0.5380 ,39,14,0,0,201089,2,2,0,0,72,43677,108,2,6,7570,80,44800,0,2,1,6,11172,3230,83.7,0,0,149,346,0,0,3,16,0,0,14,0,4,10,5,12,6,16,30,11,19,0,0,1,2,0.897,0.8,0,0,240539,67791,19800,40439
44072,15000,0, 0.0699 ,463.09,2,0,100000,22.01,0, 20 ,0,0,21,0,75340, 0.3320 ,38,0,0,0,233180,1,3,3,5,5,48720,90,1,3,9279,54,141900,5,2,9,9,11659,56555,36,0,0,95,184,12,5,4,12,0,3,0,0,11,12,13,17,8,17,26,12,21,0,0,0,5,1,0.154,0,0,306192,124060,88400,54092
22468,14400,1, 0.1199 ,320.25,10,0,80000,9.17,2, 25 ,1,22,12,0,10287, 0.4950 ,30,70,0,0,204371,3,1,0,2,17,5129,64,3,4,5970,54,20800,4,0,3,7,18579,7089,55.1,0,0,147,243,2,2,2,2,70,4,22,3,3,5,4,12,7,10,21,5,12,0,0,0,4,0.8,0.5,0,0,223800,15416,15800,8000
3984,25000,1, 0.1948 ,655.14,0,0,50000,27.96,1, 28 ,1,2,21,1,14208, 0.3030 ,31,0,0,0,47725,2,4,0,1,17,31786,58,3,7,3972,44,46900,0,1,2,8,2273,20917,36.4,0,0,133,287,0,0,3,11,2,0,2,0,6,9,8,10,6,16,21,9,21,0,0,0,3,0.935,0.125,1,0,107941,47725,32900,54966
64660,21600,1, 0.1199 ,480.38,0,0,45000,10.05,0, 25 ,1,57,5,0,19397, 0.7050 ,17,57,0,0,19397,1,0,0,0,163,0,,1,1,11614,71,27500,0,1,3,1,3879,6003,76.4,0,0,163,247,2,2,4,66,57,2,57,2,3,3,3,8,1,5,12,3,5,0,0,0,1,0.882,0.667,0,0,27500,19397,25400,0
20312,22925,1, 0.1655 ,564.22,6,0,49872.95,24.62,0, 16 ,0,0,7,0,17954, 0.6090 ,12,0,0,0,122845,0,2,1,3,7,23101,82,0,1,2141,71,29500,0,0,0,4,17549,11359,15.9,0,0,59,136,15,7,2,42,0,0,0,0,1,3,2,2,4,4,6,3,7,0,0,0,1,1,0,0,0,145182,41055,13500,28140
27446,15000,0, 0.0849 ,473.45,0,0,140000,21.42,0, 29 ,1,0,10,0,88172, 0.7930 ,20,0,0,121,425024,2,3,1,3,5,44533,78,1,2,15432,79,101900,3,0,2,5,42502,13829,79.3,0,0,154,290,4,4,3,4,0,0,0,1,5,6,5,8,8,6,9,6,10,0,0,0,2,0.95,0.4,0,0,488877,132705,66900,56977
44668,9000,0, 0.0980 ,289.57,10,0,74000,6.91,0, 18 ,1,0,6,0,6415, 0.8670 ,18,0,0,0,100884,2,1,1,1,3,13429,97,2,4,3679,93,7400,0,1,3,5,16814,193,96.6,0,0,158,152,1,1,5,17,0,1,0,0,2,4,2,6,5,4,8,4,6,0,0,0,3,1,1,0,0,107141,19844,5600,13851
75224,7000,0, 0.1199 ,232.47,6,0,30000,25.7,0, 11 ,0,0,10,0,9733, 0.2810 ,12,0,0,0,18188,0,1,1,1,7,8455,85,0,2,4637,41,34600,0,0,0,3,1819,19329,27.6,0,0,7,76,13,7,0,13,0,0,0,0,6,7,7,8,1,9,11,7,10,0,0,0,1,1,0,0,0,44600,18188,26700,10000
72402,15525,1, 0.1899 ,402.65,10,0,37000,31.43,0, 20 ,2,0,10,0,13887, 0.9580 ,21,0,0,0,46969,1,3,1,3,4,33007,75,0,1,4820,80,14500,3,0,2,4,4697,516,96.3,0,0,130,187,14,4,0,14,0,0,0,0,5,6,5,8,8,6,12,6,10,0,0,0,1,1,1,0,0,58637,46969,14000,44062
93820,20425,1, 0.1659 ,503.13,10,0,80000,4.8,1, 25 ,0,9,7,0,11794, 0.4960 ,17,66,0,0,11794,0,0,0,0,,0,,4,5,3376,50,23800,0,0,2,5,1685,12006,49.6,0,0,,247,9,9,0,9,9,12,9,1,6,6,7,13,0,7,16,6,7,0,0,0,4,0.765,0.429,0,0,23800,11794,23800,0
29184,7675,0, 0.1148 ,253.02,2,1,35000,10.12,0, 14 ,0,0,10,0,1934, 0.1520 ,17,0,0,0,6869,0,1,1,2,8,4935,77,0,2,840,36,12700,0,4,0,4,763,8467,15.3,0,0,26,115,17,8,0,38,0,0,0,0,3,4,5,6,3,9,14,4,10,0,0,0,1,1,0,0,0,19079,6869,10000,6379
6268,11900,1, 0.1344 ,273.45,0,0,34000,34.7,0, 29 ,0,0,18,1,18538, 0.6100 ,37,56,0,0,65015,4,2,1,1,5,46477,87,5,10,3428,61,30380,0,0,1,11,3824,2120,97,0,0,120,288,1,1,0,5,0,7,0,0,5,15,10,15,7,15,30,14,17,,0,0,6,0.84,1,1,0,83999,65015,10600,53619
61046,21000,0, 0.0791 ,657.2,0,0,145000,10.97,0, 25 ,1,28,6,1,20209, 0.6520 ,32,38,0,0,350149,0,1,0,1,20,20147,72,0,0,13733,67,31000,1,1,1,1,70030,10791,65.2,0,0,124,251,85,20,3,162,37,0,37,6,2,2,3,16,3,3,24,2,6,0,0,0,0,0.719,0,0,0,452982,40834,31000,28078
31238,21000,0, 0.0849 ,662.83,4,0,144000,20.24,0, 18 ,0,54,17,0,78405, 0.8860 ,47,84,0,0,601382,0,6,0,0,28,40832,70,4,5,27569,81,88500,2,1,2,6,40092,720,99,0,0,95,159,11,11,2,12,54,2,54,2,6,7,6,21,14,10,31,7,17,0,0,0,5,0.935,0.833,0,0,628606,119237,74500,57961
84878,10000,1, 0.1288 ,226.92,10,0,52000,35.01,1, 25 ,2,0,9,0,27676, 0.7100 ,39,3,0,60,216870,1,2,0,1,14,27006,59,2,2,20543,71,39000,1,1,3,4,24096,11800,95,0,0,195,247,3,3,5,3,0,1,0,0,2,6,9,9,7,6,27,5,9,,0,1,3,1,1,0,0,248418,54682,23600,45771
78236,8000,0, 0.0749 ,248.82,3,0,46000,19.7,0, 33 ,0,24,12,0,4577, 0.4530 ,27,51,0,175,8942,3,3,1,1,3,4365,35,5,5,2593,40,10100,0,3,1,6,813,2202,63.9,0,0,98,339,0,0,3,0,24,10,24,4,4,5,4,10,4,9,20,5,12,0,0,0,6,0.741,0.25,0,0,22555,8942,6100,12455
92634,30000,1, 0.2313 ,847.96,0,0,100000,26.66,0, 27 ,0,36,18,0,24671, 0.4850 ,28,73,0,258,306763,2,2,1,1,4,63049,60,4,11,5584,53,50900,1,0,2,13,17042,15433,50.2,0,0,140,270,6,4,2,13,82,4,36,1,4,12,4,7,6,14,18,12,18,0,0,0,6,0.926,0.75,0,0,359846,88261,31000,75573
73956,4800,0, 0.0917 ,153.02,10,0,96400,19.31,2, 23 ,0,17,16,0,6807, 0.3400 ,62,17,0,0,167977,4,3,2,4,4,161170,80,2,4,2969,67,20000,0,0,0,8,11998,5947,45.4,0,0,173,224,1,1,6,1,0,0,0,2,3,6,6,7,33,13,23,6,16,0,0,2,4,0.968,0.333,0,0,191038,167977,10900,171038
58926,24000,0, 0.0791 ,751.08,6,0,165000,8.29,0, 29 ,0,31,11,1,10527, 0.4020 ,17,33,0,0,473149,1,3,0,3,13,17180,60,1,3,3007,50,26200,1,0,1,6,43014,15229,40.5,0,0,124,289,5,5,2,5,31,0,31,3,5,6,6,9,4,7,11,6,11,0,0,0,1,0.647,0,0,1,495296,27707,25600,28760
63852,15000,0, 0.1485 ,518.88,9,0,115000,17.7,0, 16 ,4,0,29,0,18398, 0.3700 ,33,32,0,815,415928,6,4,0,0,25,23786,56,14,20,1671,37,49069,2,0,7,21,14342,3222,30,0,0,139,129,0,0,1,0,0,0,0,0,9,24,10,10,6,24,26,23,29,,0,0,15,0.97,0.111,0,0,467426,42184,29000,42357
52606,5000,0, 0.1078 ,163.18,0,1,14400,12.25,0, 33 ,0,0,4,1,4085, 0.6380 ,5,0,0,0,4085,0,0,0,0,,0,,0,2,2449,64,6400,0,0,0,2,1021,118,96.6,0,0,,345,22,22,0,22,0,22,0,0,2,4,2,2,0,4,5,4,4,0,0,0,0,1,1,1,0,6400,4085,3500,0
69174,24000,1, 0.0980 ,507.58,4,1,75000,7.02,0, 20 ,0,0,8,0,1025, 0.1300 ,12,0,0,0,239700,0,3,1,1,11,15956,81,0,0,220,62,7900,0,0,1,1,29963,2280,8.8,0,0,74,185,32,11,1,39,0,11,0,0,1,2,2,3,6,4,5,2,8,0,0,0,1,1,0,0,0,262645,16981,2500,19601
77940,15000,0, 0.0532 ,451.73,0,0,155000,8.66,1, 21 ,0,23,7,0,19789, 0.3040 ,13,0,0,0,38332,0,1,0,1,14,18543,70,0,1,12095,42,65000,0,0,0,2,5476,45211,30.4,0,0,137,194,14,14,2,14,0,20,0,0,4,4,6,8,2,6,9,4,7,0,0,0,0,0.923,0.167,0,0,91400,38332,65000,26400
86748,20000,1, 0.1344 ,459.58,1,0,52000,15.74,0, 18 ,0,0,4,0,14127, 0.8310 ,16,0,0,0,30356,1,1,0,1,20,16229,81,2,2,7794,82,17000,1,0,0,3,7589,2852,82.7,0,0,135,160,5,5,0,12,0,20,0,0,2,3,2,10,4,3,12,3,4,0,0,0,2,1,1,0,0,37000,30356,16500,20000
87808,20000,1, 0.1659 ,492.66,10,0,100000,12.38,0, 25 ,1,25,14,0,16640, 0.9350 ,38,25,0,0,402851,2,1,2,2,4,8954,98,2,6,4990,95,17800,1,1,3,8,33571,334,96.3,0,0,140,240,0,0,5,14,44,0,28,1,3,9,3,10,6,11,27,9,14,0,0,0,4,0.73,1,0,0,499451,25594,9000,9120
55754,24000,1, 0.0749 ,480.8,10,1,147000,23.81,0, 20 ,0,0,13,0,38295, 0.6490 ,28,0,0,0,110645,0,4,0,1,17,72350,73,1,1,12824,69,59000,0,5,0,2,8511,20239,65.4,0,0,181,184,7,7,2,80,0,0,0,0,6,7,8,13,9,9,17,7,13,0,0,0,1,1,0.25,0,0,168204,110645,58500,109204
92678,15000,0, 0.1078 ,489.52,0,0,45000,17.28,0, 18 ,0,0,8,0,14579, 0.4030 ,20,0,0,0,167376,1,1,1,1,9,13282,90,1,2,6184,55,36200,1,0,1,3,20922,20621,41.4,0,0,118,159,3,3,2,3,0,10,0,0,4,4,5,10,4,6,14,4,8,0,0,0,2,1,0.2,0,0,214919,27861,35200,14719
96666,6000,0, 0.0849 ,189.38,0,0,100000,29.96,0, 22 ,2,0,15,0,33753, 0.5790 ,36,0,0,0,398813,3,3,2,4,5,32275,54,1,1,10209,54,58300,3,1,4,6,26588,21052,60.4,0,0,163,204,1,1,2,54,0,1,0,0,6,7,7,10,13,9,20,7,15,0,0,0,4,1,0.571,0,0,484669,67093,53100,60054
64842,20000,0, 0.0849 ,631.26,3,0,61097,27.14,0, 36 ,0,0,15,0,19644, 0.5490 ,35,0,0,1843,581562,0,9,0,2,14,561918,89,0,0,12642,82,35800,0,2,0,2,41540,16156,54.9,0,0,99,373,30,14,0,30,0,0,0,0,4,4,5,7,27,6,8,4,15,0,0,0,0,1,0.4,0,0,613776,581562,35800,577976
53832,30000,1, 0.0980 ,634.47,0,0,104000,22.57,0, 23 ,1,0,23,0,47885, 0.4720 ,45,0,0,0,201250,1,1,0,0,35,40619,50,2,3,15583,47,101500,2,3,1,3,9148,27847,56.8,0,0,149,220,6,6,4,27,0,0,0,0,4,11,7,11,10,19,29,12,23,0,0,0,2,1,0.143,0,0,287174,88962,64400,56960
53316,24000,1, 0.0917 ,500.19,1,0,100000,18.6,0, 20 ,0,39,16,0,13600, 0.3380 ,56,0,0,0,53472,3,3,2,4,11,39872,78,4,7,4100,59,43700,0,5,1,11,3342,24900,35.3,0,0,190,147,4,4,0,4,0,12,39,0,8,8,10,19,29,13,27,8,16,0,0,0,6,1,0.1,0,0,94646,53472,38500,50946
38106,2700,0, 0.1078 ,88.12,0,1,29000,2.48,0, 32 ,2,61,8,0,1765, 0.1760 ,19,61,0,1908,1765,4,0,0,0,77,0,,5,7,1060,18,10000,0,0,2,7,221,7540,12.3,0,0,126,335,1,1,0,1,61,2,61,1,1,2,6,11,3,8,16,2,8,0,0,0,5,0.947,0,0,0,10000,1765,8600,0
22454,24000,0, 0.0649 ,735.47,4,0,145000,18.4,0, 20 ,1,0,22,0,39239, 0.8190 ,45,0,0,0,351431,1,14,0,0,41,94590,67,1,1,12977,71,47900,0,3,2,2,15974,5950,84.3,0,0,144,184,4,4,3,4,0,4,0,0,4,5,5,8,30,7,11,6,22,0,0,0,1,1,1,0,0,409872,133829,37900,142030
39180,13000,1, 0.0791 ,263.04,10,0,60000,7.9,0, 24 ,0,0,6,1,8171, 0.4800 ,22,0,0,0,12704,0,1,0,0,44,4533,33,0,1,4691,48,16850,0,0,0,1,2117,3588,57,0,0,172,238,14,14,2,14,0,0,0,0,4,5,8,8,7,5,14,4,6,,0,0,0,1,0,1,0,30424,12704,14350,13574
68580,17475,0, 0.0849 ,551.57,10,0,65000,23.9,0, 25 ,0,0,12,0,16666, 0.3530 ,24,0,0,0,39002,1,3,2,2,5,22336,52,0,2,6394,45,35700,0,0,0,4,3250,7983,31.8,0,0,88,249,22,5,0,22,0,0,0,0,4,6,5,9,7,9,17,6,12,0,0,0,2,1,0.4,0,0,78973,39002,18000,43273
76902,20000,0, 0.0917 ,637.58,10,0,82000,21.03,0, 26 ,1,0,10,0,31814, 0.7860 ,27,0,0,0,328874,1,1,1,1,7,36937,,1,1,25633,79,40500,1,5,2,2,32887,1375,95.6,0,0,150,259,0,0,5,57,0,0,0,0,2,6,2,6,7,7,15,6,10,0,0,0,2,1,1,0,0,365732,68751,31000,39332
41704,1500,0, 0.0791 ,46.95,10,0,70000,0.96,1, 18 ,0,12,10,0,1995, 0.3380 ,36,32,0,0,227292,0,1,0,1,15,51079,,1,1,1669,33,5900,2,3,1,2,25255,3305,37.6,0,0,142,165,8,8,1,8,39,8,39,5,2,2,4,4,24,6,8,2,10,0,0,0,1,0.6,0,0,0,262460,53407,5300,48011
4334,8000,0, 0.1199 ,265.68,8,0,50000,15.19,0, 15 ,1,75,6,0,2698, 0.2080 ,17,75,0,0,36294,3,2,1,4,5,33596,88,2,2,0,71,13000,0,4,1,6,6049,3200,0,0,0,126,85,2,2,0,2,0,5,0,1,0,2,1,2,12,4,5,2,6,0,0,0,3,0.941,0,0,0,51005,36294,3200,38005
46994,12000,0, 0.0532 ,361.38,9,0,134000,6.65,0, 21 ,0,0,6,0,40178, 0.1350 ,14,0,0,0,417028,0,1,0,1,24,17402,63,1,1,5125,30,104900,0,0,0,2,69505,47492,13.5,0,0,24,194,10,10,2,10,0,0,0,0,3,4,3,6,1,4,10,4,6,0,0,0,1,1,0,0,0,549449,57580,54900,27549
42876,16000,0, 0.1078 ,522.16,1,0,91000,32.18,2, 20 ,3,15,24,0,12546, 0.4460 ,57,0,0,0,197391,4,8,3,4,2,184845,83,2,5,4043,72,28100,2,1,3,9,9870,11646,48.2,0,0,184,188,1,1,2,15,0,2,0,0,6,9,10,15,30,16,25,9,24,0,0,0,5,0.964,0.286,0,0,198109,197391,22500,170009
82474,18000,0, 0.1148 ,593.4,5,0,45000,20.48,0, 21 ,2,31,13,0,12703, 0.4870 ,28,0,0,0,278642,2,2,1,2,5,27277,87,1,2,6460,70,26100,1,4,4,5,23220,12397,48.6,0,0,155,194,6,5,3,6,0,5,0,0,3,4,5,8,6,8,19,4,13,0,0,0,3,0.964,0.4,0,0,314667,39980,24100,31367
73076,10000,0, 0.1078 ,326.35,10,0,39000,27.24,0, 28 ,0,29,5,0,3858, 0.4020 ,17,0,0,0,11742,0,1,0,0,40,7884,50,0,0,3828,46,9600,0,0,0,0,2348,1972,66,0,0,101,280,48,40,1,63,37,0,29,0,1,2,2,9,2,4,14,2,5,0,0,0,0,0.882,0.5,0,0,25427,11742,5800,15827
92182,1000,0, 0.1577 ,35.05,0,0,31999,24.83,1, 16 ,0,13,7,0,7380, 0.9220 ,16,35,0,0,305940,0,3,0,2,18,9831,56,0,2,5104,67,8000,0,0,0,4,43706,620,92.2,0,0,133,130,16,16,3,16,0,17,0,2,3,3,3,4,8,3,5,3,7,0,0,0,0,0.75,1,0,0,336357,17211,8000,17633
3424,10000,1, 0.1485 ,237.12,2,0,125000,9.33,1, 19 ,1,12,18,0,29651, 0.4970 ,53,12,0,1956,348339,5,2,2,4,4,50551,95,5,7,10605,57,59600,0,3,2,11,23223,13215,59,0,0,139,178,1,1,2,6,0,4,0,0,4,10,6,6,32,15,19,10,18,0,0,1,7,1,0.2,0,0,387476,80202,32200,47962
5220,21000,0, 0.1078 ,685.33,10,0,130000,13.72,0, 20 ,0,0,14,0,32643, 0.6440 ,18,0,0,0,327639,0,2,1,2,12,26576,76,0,1,11594,69,50700,0,0,0,3,23403,13911,69.4,0,0,16,189,24,12,4,40,0,16,0,0,5,7,7,7,2,11,12,7,14,0,0,0,1,1,0.429,0,0,369553,59219,45500,34853
79904,16500,0, 0.0849 ,520.79,0,0,55000,15.54,0, 27 ,0,0,9,0,17345, 0.6020 ,13,0,0,0,85018,0,4,1,1,9,67673,99,0,1,9131,75,28800,1,0,2,2,9446,9825,62.2,0,0,264,210,20,9,0,20,0,9,0,0,4,5,4,7,4,5,9,5,9,0,0,0,1,1,0.5,0,0,86740,85018,26000,57940
55136,20000,0, 0.1399 ,683.46,10,0,53000,20.54,0, 19 ,2,0,13,0,15266, 0.5490 ,27,0,0,0,20201,2,1,0,1,21,4935,42,2,4,4026,51,27800,1,0,2,5,1554,3772,76.9,0,0,164,177,3,3,0,6,0,3,0,0,8,11,9,17,6,12,21,11,13,0,0,0,2,1,0.778,0,0,39644,20201,16300,11844
26672,18000,0, 0.1148 ,593.4,10,0,220000,19.56,0, 22 ,1,45,20,0,22965, 0.3510 ,63,45,0,1616,235179,2,7,7,13,1,111357,83,3,5,6551,63,65400,9,14,11,19,11759,21497,39.3,0,0,141,204,7,1,6,12,45,0,45,1,5,7,6,13,36,12,21,7,20,0,0,0,10,0.982,0,0,0,304301,134322,35400,127726
44914,16225,0, 0.1577 ,568.59,3,0,55000,17.94,0, 15 ,0,0,11,0,21233, 0.3710 ,16,0,0,0,168622,0,0,0,0,122,0,,1,5,6326,37,57300,1,2,0,5,15329,16169,45.2,0,0,122,113,10,10,2,10,0,16,0,0,3,7,5,7,1,10,13,7,11,0,0,0,1,1,0.6,0,0,234975,21233,29500,0
36776,28000,0, 0.0699 ,864.44,7,0,425000,2.49,1, 35 ,1,17,13,0,10303, 0.1040 ,45,17,0,0,557890,0,2,0,2,14,56222,100,0,0,10303,23,99000,0,2,3,2,46491,77397,11.7,0,0,142,370,40,14,14,40,0,3,91,5,1,1,7,12,14,8,16,1,13,0,0,1,0,0.86,0,0,0,690860,78824,87700,63457
59790,22000,0, 0.0980 ,707.82,7,0,80000,12.08,0, 12 ,0,0,10,0,20178, 0.5410 ,17,0,0,0,27164,0,1,0,1,18,6986,50,1,4,6067,53,37300,1,4,0,5,3018,12237,47.5,0,0,74,89,8,8,0,8,0,18,0,0,2,4,6,7,6,9,11,4,10,0,0,0,1,1,0.333,0,0,51273,27164,23300,13973
36152,6475,0, 0.1577 ,226.91,10,0,80000,12.26,0, 15 ,1,0,6,0,2099, 0.1760 ,20,0,0,0,219025,2,1,1,1,2,42088,,1,3,70,18,11900,2,0,6,6,36504,230,23.3,0,0,120,31,6,2,2,21,0,2,0,0,1,3,1,1,14,4,4,3,6,0,0,0,3,1,0,0,0,230169,44187,300,42088
33384,5000,0, 0.1399 ,170.87,2,0,70000,24.26,0, 17 ,2,0,18,0,12594, 0.4580 ,39,0,0,0,68025,3,10,1,1,3,55431,80,4,5,3524,70,27500,1,3,6,6,3779,12378,47.8,0,0,145,133,1,1,0,1,0,1,0,0,5,7,5,15,17,8,22,8,17,0,0,0,5,1,0.5,0,0,96685,68025,23700,69185
3792,15000,1, 0.1399 ,348.95,10,1,70000,4.32,0, 17 ,1,41,6,0,9813, 0.6960 ,17,41,0,0,229093,0,0,0,0,123,0,,2,5,3940,70,14100,0,0,1,5,38182,70,98.6,0,0,137,152,10,10,6,12,0,3,0,1,2,4,2,4,2,5,9,5,6,0,0,0,2,0.933,1,0,0,375700,9813,5000,0
